food_name,calories,protein,carbohydrates,fat,fiber,sugar,sodium,calcium,iron,potassium,nutrition_density,meal_type,food_preference,cuisine,allergens,serving_size
Oyster Mushroom,5,0.5,0.9,0.035,0.3,0.2,0.098,0.0,0.008,18.0,1.804,Lunch,Vegetarian,International,None,100 g
Oyster Raw,41,4.7,2.5,1.2,0.0,0.0,0.059,4.0,2.6,84.0,19.054,Lunch,Vegetarian,International,None,100 g
Oyster Sauce,9,0.2,2.0,0.066,0.024,0.0,0.5,5.8,0.069,9.7,8.095,Lunch,Vegetarian,International,None,100 g
Oyster Stew Soup,118,4.2,8.2,7.7,0.0,0.0,1.8,44.3,2.0,98.4,72.8,Lunch,Vegetarian,International,None,100 g
Pain Au Chocolat De La Boulangerie,235,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,Lunch,Vegetarian,International,None,100 g
Palm Kernel Oil,40,0.0,0.0,4.5,0.0,0.0,0.098,0.033,0.0,0.0,4.741,Lunch,Vegetarian,International,None,100 g
Pan Dulce Bread,231,5.9,35.5,7.3,1.4,7.9,0.1,54.2,1.8,64.9,106.92,Breakfast,Vegetarian,International,Gluten,100 g
Pancake Syrup,53,0.0,13.9,0.075,0.0,8.4,0.064,1.0,0.038,1.2,15.031,Lunch,Vegetarian,International,None,100 g
Pancakes,86,2.4,10.8,3.7,0.0,0.0,0.2,83.2,0.7,50.2,100.942,Lunch,Vegetarian,International,None,100 g
Pancakes Whole Wheat,92,3.7,12.9,2.9,1.2,0.0,0.3,110.0,1.4,122.8,132.377,Lunch,Vegetarian,International,Gluten,100 g
Pancakes With Butter Syrup,260,4.1,45.4,7.0,0.0,0.0,0.6,63.8,1.3,125.3,123.319,Breakfast,Vegetarian,International,Milk,100 g
Papaya,62,0.7,15.7,0.4,2.5,11.3,0.004,0.06,0.017,14.5,19.422,Lunch,Vegetarian,International,None,100 g
Papaya Canned,80,0.001,21.8,0.2,0.6,20.4,0.075,8.2,0.1,26.1,32.371,Lunch,Vegetarian,International,None,100 g
Papaya Nectar,143,0.4,36.3,0.4,1.5,34.8,0.082,0.076,0.029,0.0,38.657,Lunch,Vegetarian,International,None,100 g
Paprika,19,1.0,3.7,0.9,2.4,0.7,0.061,0.061,0.061,21.4,8.206,Lunch,Vegetarian,International,None,100 g
Parboiled White Rice Cooked,194,4.6,41.2,0.6,1.4,0.2,0.088,30.0,2.9,88.5,80.7,Lunch,Vegetarian,International,None,100 g
Parboiled White Rice Raw,692,13.9,149.6,1.9,3.3,0.6,0.055,131.4,6.2,321.9,306.3,Lunch,Vegetarian,International,None,100 g
Parmesan Cheese,71,6.4,0.6,4.5,0.0,0.046,0.2,213.1,0.1,16.6,224.777,Breakfast,Vegetarian,International,Milk,100 g
Parmesan Cheese Grated,21,1.4,0.7,1.4,0.0,0.075,0.043,0.012,0.094,31.4,3.745,Breakfast,Vegetarian,International,Milk,100 g
Parsley Dried,1,0.1,0.3,0.096,0.1,0.073,0.058,5.7,0.1,13.4,6.95,Lunch,Vegetarian,International,None,100 g
Parsley Fresh,1,0.1,0.2,0.078,0.1,0.001,0.056,0.013,0.085,2.2,0.509,Lunch,Vegetarian,International,None,100 g
Parsnips Cooked,114,2.1,27.2,0.5,6.4,7.7,0.021,0.065,0.2,110.4,36.576,Lunch,Vegetarian,International,None,100 g
Parsnips Raw,128,2.0,30.6,0.5,8.3,8.2,0.068,0.055,0.2,120.7,41.83,Lunch,Vegetarian,International,None,100 g
Pasilla Peppers Dried,24,0.9,3.6,1.1,1.9,0.0,0.063,6.8,0.7,155.5,15.4,Lunch,Vegetarian,International,None,100 g
Passion Fruit,17,0.4,4.2,0.1,1.9,2.0,0.072,0.03,0.015,12.2,6.667,Lunch,Vegetarian,International,None,100 g
Passion Fruit Juice Purple,148,1.7,35.7,0.4,0.5,35.2,0.084,9.9,0.9,686.7,94.1,Lunch,Vegetarian,International,None,100 g
Passion Fruit Juice Yellow,126,1.0,33.6,0.1,0.5,33.1,0.003,9.9,0.6,686.7,119.3,Lunch,Vegetarian,International,None,100 g
Pasta Cooked,301,11.8,57.3,2.4,0.0,0.0,0.073,13.8,2.6,55.2,87.985,Lunch,Vegetarian,International,None,100 g
Pasta Marinara And Ground Beef Sauce,41,2.5,4.1,1.6,0.5,1.0,0.0,0.0,0.0,0.0,8.7,Lunch,Non-Vegetarian,International,None,100 g
Pasta With Meatballs In Tomato Sauce,273,10.6,28.3,13.0,6.9,7.2,0.7,30.6,3.3,359.6,100.474,Lunch,Vegetarian,International,None,100 g
Pasta With Sliced Franks In Tomato Sauce,227,11.0,32.0,6.0,4.0,8.0,0.7,151.2,2.3,481.3,216.154,Lunch,Vegetarian,International,None,100 g
Pasta With Tomato Sauce,176,5.6,35.1,1.8,2.3,10.1,1.0,0.083,0.1,98.3,45.091,Lunch,Vegetarian,International,None,100 g
Pastrami Beef,104,15.5,0.3,4.1,0.0,0.08,0.8,7.1,1.6,149.1,28.8,Lunch,Non-Vegetarian,International,None,100 g
Pastrami Beef Fat Free,9,1.9,0.1,0.1,0.0,0.0,0.005,0.9,0.3,21.7,6.6,Lunch,Non-Vegetarian,International,None,100 g
Pea Soup,161,8.3,25.6,2.8,4.9,8.3,0.015,31.1,1.9,183.9,76.26,Lunch,Vegetarian,International,None,100 g
Peach,59,1.4,14.3,0.4,2.3,12.6,0.0,0.042,0.1,30.0,18.643,Lunch,Vegetarian,International,None,100 g
Peach Canned,110,1.6,28.9,0.094,3.3,25.7,0.006,15.0,0.7,320.0,58.587,Lunch,Vegetarian,International,None,100 g
Peach Dried,199,3.0,50.8,0.6,7.0,43.8,0.059,23.2,3.4,825.6,97.5,Lunch,Vegetarian,International,None,100 g
Peach Nectar,125,0.5,29.7,1.3,0.2,27.8,0.077,0.0,0.2,12.5,31.949,Lunch,Vegetarian,International,None,100 g
Peach Pie,262,2.2,38.5,11.7,0.9,19.0,0.3,9.4,0.6,146.3,64.447,Lunch,Vegetarian,International,None,100 g
Peanut Bar,209,6.2,19.0,13.5,1.6,16.9,0.059,31.2,0.4,162.8,71.9,Snack,Vegetarian,International,Peanuts,100 g
Peanut Brittle,138,2.1,20.2,5.4,0.7,14.5,0.1,7.6,0.3,47.5,36.343,Snack,Vegetarian,International,Peanuts,100 g
Peanut Butter,88,3.3,3.6,7.4,0.9,1.0,0.085,0.0,0.079,50.3,15.268,Breakfast,Vegetarian,International,"Milk, Peanuts",100 g
Peanut Butter Cookie Protein Syntha 6,200,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Breakfast,Vegetarian,International,"Milk, Peanuts",100 g
Peanut Butter Cookies,95,1.8,11.8,4.8,0.0,0.0,0.1,7.8,0.4,46.2,26.738,Breakfast,Vegetarian,International,"Milk, Peanuts",100 g
Peanut Butter Fudge,62,0.6,12.4,1.1,0.1,11.7,0.085,6.7,0.072,19.0,21.055,Breakfast,Vegetarian,International,"Milk, Peanuts",100 g
Peanut Butter Sandwich Cookies,67,1.2,9.2,3.0,0.3,5.0,0.098,7.4,0.4,26.9,21.624,Breakfast,Vegetarian,International,"Milk, Peanuts",100 g
Peanut Granola Bar,116,2.4,15.0,5.7,0.7,8.2,0.006,9.8,0.6,69.8,34.218,Snack,Vegetarian,International,Peanuts,100 g
Peanut Oil,119,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.004,0.0,13.575,Snack,Vegetarian,International,Peanuts,100 g
Peanut Spread,101,3.8,2.2,8.5,1.2,0.5,0.028,11.2,0.4,126.8,27.3,Snack,Vegetarian,International,Peanuts,100 g
Peanut Topping Mcdonalds,181,7.9,4.6,15.0,0.0,1.2,0.0,13.0,0.4,179.4,40.9,Snack,Vegetarian,International,Peanuts,100 g
Peanuts Chocolate Coated,21,0.5,2.0,1.3,0.2,1.5,0.063,4.2,0.037,20.1,8.305,Snack,Vegetarian,International,Peanuts,100 g
Peanuts Cooked,572,24.3,38.3,39.6,15.8,4.4,1.4,99.0,1.8,324.0,218.8,Snack,Vegetarian,International,Peanuts,100 g
Peanuts Raw,828,37.7,23.5,71.9,12.4,5.8,0.038,134.3,6.7,1029.3,286.5,Snack,Vegetarian,International,Peanuts,100 g
Peanuts Roasted,180,8.4,4.6,15.8,2.8,1.3,0.069,18.3,0.5,217.8,50.6,Snack,Vegetarian,International,Peanuts,100 g
Pear,101,0.6,27.1,0.2,5.5,17.4,0.07,16.0,0.3,206.5,57.4,Lunch,Vegetarian,International,None,100 g
Pear Canned,38,0.3,9.8,0.001,1.2,7.4,0.088,6.8,0.2,73.0,19.566,Lunch,Vegetarian,International,None,100 g
Pear Dried,94,0.7,25.1,0.2,2.7,22.4,0.074,12.2,0.8,191.9,44.2,Lunch,Vegetarian,International,None,100 g
Pear Nectar,150,0.3,39.4,0.062,1.5,0.0,0.056,0.0,0.2,7.5,41.466,Lunch,Vegetarian,International,None,100 g
Peas Canned,57,3.5,9.5,0.8,0.0,0.0,0.2,0.0,0.091,52.0,13.89,Lunch,Vegetarian,International,None,100 g
Peas Carrots Canned,97,5.5,21.6,0.7,8.4,7.2,0.7,0.059,0.3,117.3,36.729,Lunch,Vegetarian,International,None,100 g
Peas Carrots Cooked,77,4.9,16.2,0.7,5.0,7.0,0.5,36.8,1.5,252.8,78.1,Lunch,Vegetarian,International,None,100 g
Peas Cooked,134,8.6,25.0,0.4,8.8,9.5,0.074,0.011,0.3,187.2,43.499,Lunch,Vegetarian,International,None,100 g
Peas Onions Canned,61,3.9,10.3,0.5,2.8,0.0,0.5,20.4,1.0,115.2,42.5,Lunch,Vegetarian,International,None,100 g
Peas Onions Cooked,81,4.6,15.5,0.4,4.0,6.8,0.5,25.2,1.7,210.6,63.8,Lunch,Vegetarian,International,None,100 g
Peas Raw,117,7.9,21.0,0.6,7.4,8.2,0.017,36.3,2.1,353.8,133.3,Lunch,Vegetarian,International,None,100 g
Pecan Pie,503,6.0,63.7,27.1,0.0,0.0,0.3,39.0,1.8,162.3,137.891,Lunch,Vegetarian,International,None,100 g
Pecan Shortbread Cookies,76,0.7,8.2,4.6,0.3,0.0,0.002,4.2,0.3,10.2,18.349,Lunch,Vegetarian,International,None,100 g
Pecans Raw,753,10.0,15.1,78.4,10.5,4.3,0.0,76.3,2.8,446.9,194.3,Lunch,Vegetarian,International,None,100 g
Pecans Roasted,215,2.8,3.9,22.6,2.9,1.2,0.062,20.1,0.7,117.6,53.2,Lunch,Vegetarian,International,None,100 g
Pectin,163,0.2,45.2,0.2,4.3,0.0,0.1,3.5,1.4,3.5,54.8,Lunch,Vegetarian,International,None,100 g
Pepeao Dried,72,1.2,19.4,0.1,0.0,0.0,0.072,0.0,1.2,27.8,22.1,Lunch,Vegetarian,International,None,100 g
Pepper Hot Sauce,1,0.024,0.031,0.018,0.071,0.065,0.1,0.4,0.035,6.8,4.171,Lunch,Vegetarian,International,None,100 g
Pepper Jack Cheese Lucerne,75,5.0,0.0,6.0,2.5,0.0,0.0,0.0,0.0,0.0,13.5,Breakfast,Vegetarian,International,Milk,100 g
Peppercorn Dressing,76,0.2,0.5,8.2,0.0,0.3,0.1,2.9,0.055,23.6,11.946,Lunch,Vegetarian,International,None,100 g
Peppered Loaf,42,4.9,1.3,1.8,0.0,1.3,0.2,15.4,0.3,112.3,23.7,Lunch,Vegetarian,International,None,100 g
Peppermint,1,0.038,0.2,0.004,0.1,0.0,0.007,0.0,0.078,1.2,0.423,Lunch,Vegetarian,International,None,100 g
Pepperoni Beef,10,0.5,0.0,0.9,0.0,0.0,0.09,0.4,0.035,5.6,1.902,Lunch,Non-Vegetarian,International,None,100 g
Pepperoni Pizza,313,13.0,35.5,13.2,2.6,3.6,0.8,0.05,0.1,219.8,64.836,Lunch,Vegetarian,International,None,100 g
Pepperoni Pizza Dominos,308,12.7,36.0,12.6,2.4,4.2,0.7,159.3,2.6,206.8,226.5,Lunch,Vegetarian,International,None,100 g
Pepperoni Pizza Pizza Hut,269,12.3,30.3,10.9,1.6,3.5,0.8,148.8,2.1,198.7,206.086,Lunch,Vegetarian,International,None,100 g
Pepperpot Soup,100,6.2,9.1,4.5,0.5,0.0,0.9,26.7,0.9,148.2,49.1,Lunch,Vegetarian,International,None,100 g
Perch Cooked,54,11.4,0.0,0.5,0.0,0.0,0.043,46.9,0.5,158.2,60.112,Lunch,Vegetarian,International,None,100 g
Perch Raw,55,11.6,0.0,0.6,0.0,0.0,0.037,48.0,0.5,161.4,61.715,Lunch,Vegetarian,International,None,100 g
Persimmon,32,0.2,8.4,0.1,0.0,0.0,0.024,6.8,0.6,77.5,32.6,Lunch,Vegetarian,International,None,100 g
Pesca,30,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Lunch,Vegetarian,International,None,100 g
Pesca Tea Santal,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lunch,Vegetarian,International,None,100 g
Petite Sirah Red Wine,125,0.1,3.9,0.0,15.7,0.0,0.0,0.0,0.0,0.0,146.4,Lunch,Vegetarian,International,None,100 g
Pheasant Breast Raw,484,88.7,0.0,11.8,0.0,0.0,0.1,10.9,2.9,880.9,136.3,Lunch,Vegetarian,International,None,100 g
Pheasant Meat Raw,1448,181.6,0.0,74.3,0.0,0.0,0.3,96.0,9.2,1944.0,403.9,Lunch,Vegetarian,International,None,100 g
Pickle Pimiento Loaf,86,4.3,3.2,6.1,0.6,3.2,0.4,41.4,0.5,141.0,59.105,Lunch,Vegetarian,International,None,100 g
Pickle Relish,20,0.097,5.3,0.061,0.2,4.4,0.1,0.5,0.1,3.8,6.381,Lunch,Vegetarian,International,None,100 g
Pickled Pork Hocks,48,5.4,0.0,3.0,0.0,0.0,0.3,5.4,0.3,13.3,14.146,Lunch,Non-Vegetarian,International,None,100 g
Picnic Loaf,65,4.2,1.3,4.7,0.0,0.0,0.3,13.2,0.3,74.8,23.7,Lunch,Vegetarian,International,None,100 g
Pie Crust,121,1.5,10.9,8.0,0.4,0.045,0.1,2.3,0.7,15.4,23.8,Lunch,Vegetarian,International,None,100 g
Pigeon Peas Cooked,203,11.4,39.1,0.6,11.3,0.0,0.036,72.2,1.9,645.1,136.5,Lunch,Vegetarian,International,None,100 g
Pigeon Peas Raw,703,44.5,128.7,3.1,30.8,0.0,0.04,266.5,10.7,2853.6,484.3,Lunch,Vegetarian,International,None,100 g
Piki Bread,109,2.5,20.2,2.0,2.6,0.4,0.028,51.5,1.7,169.1,80.5,Breakfast,Vegetarian,International,Gluten,100 g
Pili Nuts Dried,863,13.0,4.8,95.5,0.0,0.0,0.014,174.0,4.2,608.4,292.2,Lunch,Vegetarian,International,None,100 g
Pimento Canned,44,2.1,9.8,0.6,3.6,5.2,0.006,11.5,3.2,303.4,193.8,Lunch,Vegetarian,International,None,100 g
Pimento Cheese,525,31.0,2.4,43.7,0.1,0.9,2.0,859.6,0.6,226.8,940.9,Breakfast,Vegetarian,International,Milk,100 g
Pina Colada,245,0.6,32.0,2.7,0.4,31.5,0.089,0.08,0.1,9.9,35.877,Lunch,Vegetarian,International,None,100 g
Pine Nuts Dried,909,18.5,17.7,92.3,5.0,4.8,0.086,21.6,7.5,806.0,163.7,Lunch,Vegetarian,International,None,100 g
Pineapple,45,0.5,11.8,0.1,1.3,8.9,0.099,0.061,0.091,7.2,13.97,Lunch,Vegetarian,International,None,100 g
Pineapple Cake,367,4.0,58.1,13.9,0.9,0.0,0.4,138.0,1.7,128.8,218.024,Lunch,Vegetarian,International,None,100 g
Pineapple Grapefruit Juice,118,0.5,29.0,0.3,0.3,28.8,0.054,17.5,0.8,152.5,163.4,Lunch,Vegetarian,International,None,100 g
Pineapple Juice,133,0.9,32.2,0.3,0.5,25.0,0.075,0.062,0.2,20.0,34.477,Lunch,Vegetarian,International,None,100 g
Pineapple Orange Juice,125,3.3,29.5,0.0,0.3,29.0,0.069,12.5,0.7,115.0,102.6,Snack,Vegetarian,International,None,100 g
Pineapple Topping,860,0.3,225.8,0.3,1.4,71.4,0.1,20.4,0.4,146.2,259.1,Lunch,Vegetarian,International,None,100 g
Pineapples Canned,28,0.2,7.4,0.05,0.4,6.8,0.06,6.6,0.1,57.3,19.255,Lunch,Vegetarian,International,None,100 g
Pink Beans Cooked,252,15.3,47.2,0.8,9.0,0.6,0.075,0.083,0.5,278.9,73.103,Lunch,Vegetarian,International,None,100 g
Pink Beans Raw,720,44.0,134.8,2.4,26.7,4.5,0.057,273.0,14.2,3074.4,495.1,Lunch,Vegetarian,International,None,100 g
Pink Lady Apple,18,0.1,3.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.1,Snack,Vegetarian,International,None,100 g
Pink Lemonade,86,0.1,21.6,0.3,0.2,20.6,0.01,8.0,0.092,34.0,36.488,Lunch,Vegetarian,International,None,100 g
Pink Lentils Raw,662,47.9,113.6,4.2,20.7,0.0,0.092,78.7,14.5,1109.8,282.9,Lunch,Vegetarian,International,None,100 g
Pink Salmon Canned,530,80.9,0.0,20.4,0.0,0.0,1.7,883.7,2.6,1413.8,987.651,Lunch,Vegetarian,International,None,100 g
Pink Salmon Cooked,349,56.0,0.0,12.0,0.0,0.0,0.2,0.066,0.2,713.6,69.873,Lunch,Vegetarian,International,None,100 g
Pink Salmon Raw,404,65.2,0.0,14.0,0.0,0.0,0.2,22.3,1.2,1163.9,102.8,Lunch,Vegetarian,International,None,100 g
Pinot Blanc White Wine,119,0.1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Lunch,Vegetarian,International,None,100 g
Pinot Gris Grigio White Wine,122,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,Lunch,Vegetarian,International,None,100 g
Pinot Noir Red Wine,121,0.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,Lunch,Vegetarian,International,None,100 g
Pinto Beans Canned,197,11.0,36.4,1.3,11.0,2.4,0.6,112.8,3.5,662.4,177.7,Lunch,Vegetarian,International,None,100 g
Pinto Beans Cooked,245,15.4,44.8,1.1,15.4,0.6,0.085,0.097,0.4,251.4,77.502,Lunch,Vegetarian,International,None,100 g
Pinto Beans Raw,670,41.3,120.7,2.4,29.9,4.1,0.036,218.1,9.8,2688.5,434.4,Lunch,Vegetarian,International,None,100 g
Pinyon Pine Nuts Dried,1,0.083,0.01,0.073,0.005,0.0,0.07,0.022,0.007,0.6,0.359,Lunch,Vegetarian,International,None,100 g
Pistachio Nuts Raw,691,24.9,33.8,55.8,12.7,9.4,0.037,129.2,4.8,1260.8,268.1,Lunch,Vegetarian,International,None,100 g
Pistachio Nuts Roasted,172,6.3,8.5,13.7,3.1,2.3,0.008,0.054,0.4,140.7,32.348,Lunch,Vegetarian,International,None,100 g
Pita Bread,165,5.5,33.4,0.7,1.3,0.8,0.3,51.6,1.6,72.0,94.1,Breakfast,Vegetarian,International,Gluten,100 g
Pita Bread Whole Wheat,74,2.7,15.4,0.7,2.1,0.2,0.1,4.2,0.9,47.6,26.0,Breakfast,Vegetarian,International,Gluten,100 g
Pita Chips,137,3.5,20.5,4.6,1.1,1.4,0.3,0.051,0.065,37.2,29.893,Lunch,Vegetarian,International,None,100 g
Pizza Sauce,136,5.5,21.8,2.9,5.0,9.5,0.9,0.0,0.3,126.0,35.8,Lunch,Vegetarian,International,None,100 g
Plantain Chips,150,0.6,18.1,8.4,1.0,0.3,0.039,2.5,0.3,222.4,40.0,Lunch,Vegetarian,International,None,100 g
Plantain Cooked,179,1.2,48.0,0.3,3.5,21.6,0.079,3.1,0.9,716.1,73.8,Lunch,Vegetarian,International,None,100 g
Plantain Fried,16,0.023,2.6,0.6,0.2,0.2,0.065,0.2,0.039,25.5,3.85,Lunch,Vegetarian,International,None,100 g
Plantain Raw,218,2.3,57.1,0.6,3.0,31.3,0.082,5.4,1.0,871.7,102.4,Lunch,Vegetarian,International,None,100 g
Plum,30,0.5,7.5,0.2,0.9,6.5,0.0,0.047,0.056,10.6,9.21,Lunch,Vegetarian,International,None,100 g
Plum Sauce,35,0.2,8.1,0.2,0.1,0.0,0.1,2.3,0.3,49.2,11.246,Lunch,Vegetarian,International,None,100 g
Poached Egg,72,6.3,0.4,4.7,0.0,0.2,0.1,28.0,0.9,69.0,40.398,Breakfast,Non-Vegetarian,International,Egg,100 g
Poi,269,0.9,65.4,0.3,1.0,0.9,0.091,0.022,0.4,93.6,68.761,Lunch,Vegetarian,International,None,100 g
Pokeberry Shoots Cooked,33,3.8,5.1,0.7,2.5,2.6,0.4,87.5,2.0,303.6,236.9,Lunch,Vegetarian,International,None,100 g
Pokeberry Shoots Raw,37,4.2,5.9,0.6,2.7,0.0,0.05,0.0,0.3,70.4,13.9,Lunch,Vegetarian,International,None,100 g
Pollock Cooked,356,75.3,0.0,3.8,0.0,0.0,0.3,232.5,1.8,1377.1,313.428,Lunch,Vegetarian,International,None,100 g
Pollock Raw,355,75.0,0.0,3.8,0.0,0.0,0.3,231.6,1.8,1374.2,312.275,Lunch,Vegetarian,International,None,100 g
Pom Potes Materne,19,0.0,0.2,0.2,0.0,0.068,0.0,0.0,0.0,0.0,0.4,Lunch,Vegetarian,International,None,100 g
Pomegranate,117,2.4,26.4,1.6,5.6,19.3,0.042,0.066,0.2,50.8,36.33,Lunch,Vegetarian,International,None,100 g
Pomegranate Juice,134,0.4,32.7,0.7,0.2,31.5,0.089,27.4,0.2,532.9,61.8,Lunch,Vegetarian,International,None,100 g
Popcorn Air Popped,31,1.0,6.2,0.4,1.2,0.086,0.016,0.6,0.3,26.3,9.7,Lunch,Vegetarian,International,None,100 g
Popcorn Cake,38,1.0,8.0,0.3,0.3,0.001,0.05,0.9,0.2,32.7,10.7,Lunch,Vegetarian,International,None,100 g
Popcorn Oil Popped,64,0.8,5.0,4.8,0.9,0.027,0.018,0.4,0.2,20.0,12.109,Lunch,Vegetarian,International,None,100 g
Popcorn Unpopped,106,3.1,20.9,1.2,3.6,0.3,0.001,1.4,0.9,77.5,31.1,Lunch,Vegetarian,International,None,100 g
Popover Dry Mix,631,17.7,120.7,7.3,0.0,0.0,1.5,54.4,5.0,170.0,205.3,Lunch,Vegetarian,International,None,100 g
Poppy Seeds,46,1.6,2.5,3.7,1.7,0.3,0.079,126.5,0.9,63.3,136.934,Lunch,Vegetarian,International,None,100 g
Poppyseed Dressing,66,0.2,4.0,5.5,0.03,3.9,0.1,9.7,0.048,10.1,19.612,Lunch,Vegetarian,International,None,100 g
Poppyseed Oil,120,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.6,Lunch,Vegetarian,International,None,100 g
Pork Arm Picnic Cooked,5292,560.3,0.0,322.7,0.0,0.0,2.2,360.3,20.7,8039.6,1264.074,Lunch,Non-Vegetarian,International,None,100 g
Pork Arm Picnic Raw,5298,513.6,0.0,343.4,0.0,0.0,2.3,329.4,15.6,11336.9,1202.1,Lunch,Non-Vegetarian,International,None,100 g
Pork Backfat,3683,13.2,0.0,402.3,0.0,0.0,0.064,9.1,0.8,294.8,425.932,Lunch,Non-Vegetarian,International,None,100 g
Pork Backribs Raw,2399,204.2,0.0,174.9,0.0,0.0,0.9,332.0,8.1,2645.4,719.224,Lunch,Non-Vegetarian,International,None,100 g
Pork Backribs Roasted,2564,202.0,0.0,188.9,0.0,0.0,0.8,0.0,0.9,1448.7,397.1,Lunch,Non-Vegetarian,International,None,100 g
Pork Beef Salami,37,2.1,0.076,3.1,0.0,0.008,0.2,0.0,0.042,18.8,5.334,Lunch,Non-Vegetarian,International,None,100 g
Pork Beef Salami Cooked,41,2.7,0.3,3.2,0.0,0.1,0.2,1.8,0.2,38.9,8.2,Lunch,Non-Vegetarian,International,None,100 g
Pork Belly Raw,2350,42.4,0.0,240.5,0.0,0.0,0.1,22.7,2.4,839.2,309.486,Lunch,Non-Vegetarian,International,None,100 g
Pork Blade Chops Cooked,265,32.4,1.1,14.6,0.0,0.0,0.072,10.5,1.2,533.2,59.882,Lunch,Non-Vegetarian,International,None,100 g
Pork Blade Chops Raw,376,55.8,0.0,15.4,0.0,0.0,0.2,78.9,1.9,823.2,152.089,Lunch,Non-Vegetarian,International,None,100 g
Pork Blade Roll Raw,76,4.7,0.0,6.2,0.0,0.0,0.4,2.0,0.2,83.5,13.143,Lunch,Non-Vegetarian,International,None,100 g
Pork Blade Roll Roasted,1079,65.0,1.4,88.3,0.0,0.0,3.7,26.3,3.3,729.4,196.3,Lunch,Non-Vegetarian,International,None,100 g
Pork Blade Steak Braised,694,68.2,0.087,44.7,0.0,0.0,0.4,0.0,0.5,599.3,115.063,Lunch,Non-Vegetarian,International,None,100 g
Pork Blade Steak Raw,664,67.6,0.6,43.7,0.0,0.0,0.6,59.0,3.8,1536.6,174.7,Lunch,Non-Vegetarian,International,None,100 g
Pork Bologna,69,4.3,0.2,5.6,0.0,0.0,0.3,3.1,0.2,78.7,13.4,Lunch,Non-Vegetarian,International,None,100 g
Pork Boston Roast Cooked,705,60.5,0.0,49.4,0.0,0.0,0.2,73.4,3.8,869.8,188.948,Lunch,Non-Vegetarian,International,None,100 g
Pork Boston Steaks Cooked,438,43.2,0.0,28.1,0.0,0.0,0.1,60.8,2.4,550.9,135.049,Lunch,Non-Vegetarian,International,None,100 g
Pork Brain Cooked,527,46.4,0.0,36.3,0.0,0.0,0.3,34.4,7.0,744.9,177.6,Lunch,Non-Vegetarian,International,None,100 g
Pork Breakfast Strips Cooked,52,3.3,0.1,4.1,0.0,0.0,0.2,1.6,0.2,52.7,9.3,Lunch,Non-Vegetarian,International,None,100 g
Pork Breakfast Strips Raw,88,2.7,0.2,8.4,0.0,0.0,0.2,1.8,0.2,46.1,19.4,Lunch,Non-Vegetarian,International,None,100 g
Pork Carcass Raw,1706,63.1,0.0,159.1,0.0,0.0,0.2,86.2,3.1,1147.6,313.327,Lunch,Non-Vegetarian,International,None,100 g
Pork Centre Loin Chops Cooked,328,40.2,0.0,17.4,0.0,0.0,0.065,0.0,0.1,345.4,59.0,Lunch,Non-Vegetarian,International,None,100 g
Pork Centre Loin Chops Raw,338,41.2,0.0,18.0,0.0,0.0,0.1,37.8,1.3,682.6,98.301,Lunch,Non-Vegetarian,International,None,100 g
Pork Centre Rib Roasts Raw,275,44.0,0.0,9.7,0.0,0.0,0.1,48.5,1.2,725.2,103.4,Lunch,Non-Vegetarian,International,None,100 g
Pork Centre Rib Roasts Roasted,1942,211.3,0.0,114.9,0.0,0.0,0.7,0.0,0.7,1800.9,331.5,Lunch,Non-Vegetarian,International,None,100 g
Pork Chitterlings Cooked,66,3.5,0.0,5.8,0.0,0.0,0.078,0.0,0.056,18.7,9.329,Lunch,Non-Vegetarian,International,None,100 g
Pork Country Style Ribs Cooked,235,22.8,0.0,15.2,0.0,0.0,0.049,29.2,1.2,247.7,68.402,Lunch,Non-Vegetarian,International,None,100 g
Pork Country Style Ribs Raw,242,24.8,0.0,15.1,0.0,0.0,0.061,28.2,1.1,407.0,69.223,Lunch,Non-Vegetarian,International,None,100 g
Pork Ears Cooked,184,17.7,0.2,12.0,0.0,0.0,0.2,20.0,1.7,44.4,51.6,Lunch,Non-Vegetarian,International,None,100 g
Pork Egg Roll,189,8.4,25.1,6.1,1.8,4.5,0.3,28.9,1.3,180.2,96.5,Breakfast,Non-Vegetarian,International,Egg,100 g
Pork Feet Cooked,67,6.2,0.0,4.5,0.0,0.0,0.046,0.0,0.3,9.3,11.0,Lunch,Non-Vegetarian,International,None,100 g
Pork Feet Pickled,635,52.8,0.029,45.5,0.0,0.0,4.3,145.2,1.4,59.0,245.019,Lunch,Non-Vegetarian,International,None,100 g
Pork Gravy Powder,25,0.6,4.3,0.6,0.2,1.7,0.4,9.3,0.3,15.7,15.363,Lunch,Non-Vegetarian,International,None,100 g
